Beer_Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State,Ale,Category
Steel Rail Extra Pale Ale,1317,0.053,20,279,American Pale Ale (APA),12,Berkshire Brewing Company,South Deerfield,MA,Ale,Ale
La Frontera Premium IPA,1158,0.078,67.57516339869281,464,American IPA,12,Big Bend Brewing Company,Alpine,TX,IPA,IPA
Tejas Lager,1157,0.047,33.8125,464,Czech Pilsener,12,Big Bend Brewing Company,Alpine,TX,Other,Pilsner
Number 22 Porter,1156,0.064,31.625,464,American Porter,12,Big Bend Brewing Company,Alpine,TX,Other,Porter
Big Bend Hefeweizen,1155,0.056,17.59259259259259,464,Hefeweizen,12,Big Bend Brewing Company,Alpine,TX,Other,Other
Terlingua Gold,1154,0.06,21.126984126984127,464,American Blonde Ale,12,Big Bend Brewing Company,Alpine,TX,Ale,Ale
Aprè Shred,2104,0.081,17,221,American Strong Ale,16,Big Choice Brewing,Broomfield,CO,Ale,Ale
Hemlock Double IPA,1762,0.095,104,221,American Double / Imperial IPA,12,Big Choice Brewing,Broomfield,CO,IPA,IPA
West Portal Colorado Common Summer Ale,1422,0.041,41,221,California Common / Steam Beer,16,Big Choice Brewing,Broomfield,CO,Other,Other
Disconnected Red,1067,0.067,85,221,American Amber / Red Ale,16,Big Choice Brewing,Broomfield,CO,Ale,Ale
Big Elm IPA,1003,0.07,67.57516339869281,478,American IPA,12,Big Elm Brewing,Sheffield,MA,IPA,IPA
Gerry Dog Stout,1002,0.065,41.23529411764706,478,American Stout,12,Big Elm Brewing,Sheffield,MA,Other,Stout
413 Farmhouse Ale,1001,0.06,28.391304347826086,478,Saison / Farmhouse Ale,12,Big Elm Brewing,Sheffield,MA,Ale,Ale
Dark Star,2639,0.08,54,9,American Stout,16,Big Lake Brewing,Holland,MI,Other,Stout
Ryecoe,2469,0.062,67.57516339869281,9,American IPA,16,Big Lake Brewing,Holland,MI,IPA,IPA
Blueberry Blonde,2586,0.06,14.2,41,Fruit / Vegetable Beer,12,Big Muddy Brewing,Murphysboro,IL,Other,Other
Galaxy IPA,2585,0.075,60,41,American IPA,16,Big Muddy Brewing,Murphysboro,IL,IPA,IPA
Big River Pilsner,643,0.05,32,520,Czech Pilsener,12,Big River Brewing Company,Chattanooga,TN,Other,Pilsner
House Brand IPA,632,0.06,55,520,American IPA,12,Big River Brewing Company,Chattanooga,TN,IPA,IPA
Big Sky IPA,1714,0.062,65,337,American IPA,12,Big Sky Brewing Company,Missoula,MT,IPA,IPA
Scape Goat Pale Ale,1713,0.05,40,337,English Pale Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Montana Trout Slayer Ale,1712,0.05,35,337,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Moose Drool Brown Ale,1711,0.051,26,337,American Brown Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Powder Hound Winter Ale,1456,0.072,60,337,English Strong Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Moose Drool Brown Ale (2011),767,0.051,26,337,American Brown Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Montana Trout Slayer Ale (2012),766,0.05,35,337,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Big Sky IPA (2012),579,0.062,65,337,American IPA,12,Big Sky Brewing Company,Missoula,MT,IPA,IPA
Summer Honey,168,0.047,21.126984126984127,337,American Blonde Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Scape Goat Pale Ale (2010),159,0.05,40,337,English Pale Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Montana Trout Slayer Ale (2009),35,0.05,35,337,American Pale Wheat Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Moose Drool Brown Ale (2009),34,0.051,26,337,American Brown Ale,12,Big Sky Brewing Company,Missoula,MT,Ale,Ale
Arcus IPA,2096,0.069,81,222,American IPA,12,Big Storm Brewing Company,Odessa,FL,IPA,IPA
Wavemaker,2095,0.058,38,222,American Amber / Red Ale,12,Big Storm Brewing Company,Odessa,FL,Ale,Ale
Jack Pine Savage,1257,0.053,43,445,American Pale Ale (APA),16,Big Wood Brewery,Vadnais Heights,MN,Ale,Ale
Forest Fire Imperial Smoked Rye,1256,0.099,85,445,Rye Beer,16,Big Wood Brewery,Vadnais Heights,MN,Other,Other
Bad Axe Imperial IPA,1255,0.098,76,445,American Double / Imperial IPA,16,Big Wood Brewery,Vadnais Heights,MN,IPA,IPA
Morning Wood,986,0.055,35,445,Oatmeal Stout,16,Big Wood Brewery,Vadnais Heights,MN,Other,Stout
Bark Bite IPA,985,0.066,50,445,American IPA,16,Big Wood Brewery,Vadnais Heights,MN,IPA,IPA
Jalapeno Pale Ale,2508,0.055,45,71,American Pale Ale (APA),16,Birdsong Brewing Company,Charlotte,NC,Ale,Ale
Blown Out Brown,1441,0.052,29.76923076923077,408,American Brown Ale,12,Bitter Root Brewing,Hamilton,MT,Ale,Ale
Single Hop Ale,1413,0.063,44.619354838709675,408,American Pale Ale (APA),12,Bitter Root Brewing,Hamilton,MT,Ale,Ale
Sawtooth Ale,1411,0.054,21.126984126984127,408,American Blonde Ale,12,Bitter Root Brewing,Hamilton,MT,Ale,Ale
Saucy Intruder,2620,0.072,75,19,Rye Beer,16,Black Acre Brewing Co.,Indianapolis,IN,Other,Other
Deception,2412,0.045,16,113,American Blonde Ale,12,Black Market Brewing Company,Temecula,CA,Ale,Ale
Blackmarket Rye IPA,1898,0.075,35,113,American IPA,12,Black Market Brewing Company,Temecula,CA,IPA,IPA
Black Market Hefeweizen,1897,0.05,8,113,Hefeweizen,12,Black Market Brewing Company,Temecula,CA,Other,Other
Aftermath Pale Ale,1896,0.058,44,113,American Pale Ale (APA),12,Black Market Brewing Company,Temecula,CA,Ale,Ale
American India Red Ale,1850,0.071,83,295,American Strong Ale,12,Black Shirt Brewing Company,Denver,CO,Ale,Ale
American Red Porter,1849,0.071,45,295,American Porter,12,Black Shirt Brewing Company,Denver,CO,Other,Porter
American Red Saison,1848,0.078,34,295,Saison / Farmhouse Ale,12,Black Shirt Brewing Company,Denver,CO,Ale,Ale
Colorado Red Ale,1847,0.066,44,295,American Amber / Red Ale,12,Black Shirt Brewing Company,Denver,CO,Ale,Ale
Saddle Bronc Brown Ale,2485,0.048,16,80,American Brown Ale,12,Black Tooth Brewing Company,Sheridan,WY,Ale,Ale
Bomber Mountain Amber Ale,2484,0.046,20,80,American Amber / Red Ale,12,Black Tooth Brewing Company,Sheridan,WY,Ale,Ale
Flying Sailor,2449,0.073,52,96-13,Rye Beer,12,Blackrocks Brewery,Marquette,MA,Other,Other
Nordskye ,2634,0.048,47,96-13,American IPA,12,Blackrocks Brewery,Marquette,MI,IPA,IPA
North Third Stout,2153,0.06,30,96-13,Foreign / Export Stout,12,Blackrocks Brewery,Marquette,MI,Other,Stout
Honey Lav,1953,0.052,20.467741935483872,96-13,American Pale Wheat Ale,12,Blackrocks Brewery,Marquette,MI,Ale,Ale
Coconut Brown Ale,1496,0.068,29.76923076923077,96-13,American Brown Ale,12,Blackrocks Brewery,Marquette,MI,Ale,Ale
51K IPA,1481,0.07,51,96-13,American IPA,12,Blackrocks Brewery,Marquette,MI,IPA,IPA
Grand Rabbits,1480,0.055,20.333333333333332,96-13,Cream Ale,12,Blackrocks Brewery,Marquette,MI,Ale,Ale
1800 Big Log Wheat (2012),1564,0.05,20.467741935483872,381,American Pale Wheat Ale,12,Blue Blood Brewing Company,Lincoln,NE,Ale,Ale
Double Play Pilsner,1541,0.052,21,381,American Pilsner,12,Blue Blood Brewing Company,Lincoln,NE,Other,Pilsner
Brewerhood Brown Ale,1321,0.055,29.76923076923077,381,American Brown Ale,12,Blue Blood Brewing Company,Lincoln,NE,Ale,Ale
Last Call Imperial Amber Ale,1320,0.08,35.69135802469136,381,American Amber / Red Ale,12,Blue Blood Brewing Company,Lincoln,NE,Ale,Ale
Pernicious Double IPA,1319,0.096,92.45454545454545,381,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln,NE,IPA,IPA
6-4-3 Double Play Pilsner,1303,0.052,34.1764705882353,381,German Pilsener,12,Blue Blood Brewing Company,Lincoln,NE,Other,Pilsner
N Street Drive-In 50th Anniversary IPA,1025,0.086,80,381,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln,NE,IPA,IPA
467 Ethan's Stout,1012,0.05,41.23529411764706,381,American Stout,12,Blue Blood Brewing Company,Lincoln,NE,Other,Stout
1335 Wicked Snout,942,0.064,28.391304347826086,381,Saison / Farmhouse Ale,12,Blue Blood Brewing Company,Lincoln,NE,Ale,Ale
543 Skull Creek Fresh Hopped Pale Ale,937,0.045,44.619354838709675,381,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln,NE,Ale,Ale
1327 Pod's ESB,888,0.056,37,381,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln,NE,Other,Other
1327 Pod's ESB,886,0.056,37,381,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln,NE,Other,Other
1327 Pod's ESB,612,0.056,37,381,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln,NE,Other,Other
834 Happy As Ale,611,0.046,35,381,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln,NE,Ale,Ale
Quarter Mile Double IPA,1812,0.08,80,305,American Double / Imperial IPA,12,Blue Hills Brewery,Canton,MA,IPA,IPA
Full Nelson Pale Ale,1547,0.059,60,383-415,American Pale Ale (APA),12,Blue Mountain Brewery,Afton,VA,Ale,Ale
Steel Wheels ESB,1546,0.065,30,383-415,Extra Special / Strong Bitter (ESB),12,Blue Mountain Brewery,Afton,VA,Other,Other
Blue Mountain Classic Lager,1545,0.053,22,383-415,Euro Pale Lager,12,Blue Mountain Brewery,Afton,VA,Other,Lager
Full Nelson Pale Ale (2010),119,0.059,60,383-415,American Pale Ale (APA),12,Blue Mountain Brewery,Afton,VA,Ale,Ale
Kölsch 151,1408,0.049,16,383-415,Kölsch,12,Blue Mountain Brewery,Arrington,VA,Other,Other
Professor Black,2490,0.061,40,78,American Stout,12,Blue Owl Brewing,Austin,TX,Other,Stout
Little Boss,2489,0.038,7,78,American Pale Wheat Ale,12,Blue Owl Brewing,Austin,TX,Ale,Ale
Van Dayum!,2488,0.057,32,78,American Amber / Red Ale,12,Blue Owl Brewing,Austin,TX,Ale,Ale
Spirit Animal,2487,0.051,35,78,American Pale Ale (APA),12,Blue Owl Brewing,Austin,TX,Ale,Ale
Toxic Sludge,939,0.07,68.9,490,American Black Ale,16,Blue Point Brewing Company,Patchogue,NY,Ale,Ale
Blue Point White IPA,692,0.06,40,490,American White IPA,12,Blue Point Brewing Company,Patchogue,NY,IPA,IPA
Blue Point Summer Ale,667,0.044,16,490,American Blonde Ale,12,Blue Point Brewing Company,Patchogue,NY,Ale,Ale
Toasted Lager,665,0.055,28,490,Vienna Lager,12,Blue Point Brewing Company,Patchogue,NY,Other,Lager
Bohemian Export Lager,1607,0.06,23.8,365,Dortmunder / Export Lager,12,Bohemian Brewery,Midvale,UT,Other,Lager
Altus Bohemes Altbier,1597,0.053,34.125,365,Altbier,12,Bohemian Brewery,Midvale,UT,Other,Other
Cherny Bock,344,0.04,31,365,Schwarzbier,12,Bohemian Brewery,Midvale,UT,Other,Other
Czech Pilsner,89,0.05,33.8125,365,Czech Pilsener,12,Bohemian Brewery,Midvale,UT,Other,Pilsner
Viennese Lager,88,0.05,24.357142857142858,365,Vienna Lager,12,Bohemian Brewery,Midvale,UT,Other,Lager
Mad Manatee IPA,1569,0.065,67.57516339869281,379,American IPA,12,Bold City Brewery,Jacksonville,FL,IPA,IPA
Killer Whale Cream Ale,1568,0.055,20.333333333333332,379,Cream Ale,12,Bold City Brewery,Jacksonville,FL,Ale,Ale
Duke's Cold Nose Brown Ale,1188,0.06,29.76923076923077,379,American Brown Ale,12,Bold City Brewery,Jacksonville,FL,Ale,Ale
Longhop IPA,1891,0.042,30,282,American IPA,16,Bolero Snort Brewery,Ridgefield Park,NJ,IPA,IPA
Lucky Buck,1890,0.04,34,282,Irish Dry Stout,16,Bolero Snort Brewery,Ridgefield Park,NJ,Other,Stout
Bomb Lager (New Recipe),577,0.051,17.916666666666668,526,Munich Helles Lager,12,Bomb Beer Company,New York,NY,Other,Lager
Bomb Lager (Old Recipe),513,0.045,27,526,Munich Helles Lager,12,Bomb Beer Company,New York,NY,Other,Lager
Firestarter India Pale Ale,2422,0.066,72,108,American IPA,12,Bonfire Brewing Company,Eagle,CO,IPA,IPA
Kilt Dropper Scotch Ale,1727,0.075,22,108,Scotch Ale / Wee Heavy,16,Bonfire Brewing Company,Eagle,CO,Ale,Ale
Wood Splitter Pilsner,1614,0.048,30,108,Czech Pilsener,16,Bonfire Brewing Company,Eagle,CO,Other,Pilsner
Gyptoberfest,1613,0.056,26,108,Märzen / Oktoberfest,12,Bonfire Brewing Company,Eagle,CO,Other,Other
Farmer Wirtz India Pale Ale,1549,0.07,94,108,English India Pale Ale (IPA),16,Bonfire Brewing Company,Eagle,CO,IPA,IPA
Slow & Steady Golden Ale,1548,0.047,21.126984126984127,108,American Blonde Ale,12,Bonfire Brewing Company,Eagle,CO,Ale,Ale
Pink-I Raspberry IPA,1517,0.068,67.57516339869281,108,American IPA,16,Bonfire Brewing Company,Eagle,CO,IPA,IPA
Moe's Original Bar B Que 'Bama Brew Golden Ale,1500,0.047,21.126984126984127,108,American Blonde Ale,12,Bonfire Brewing Company,Eagle,CO,Ale,Ale
Live Local Golden Ale,1421,0.047,21.126984126984127,108,American Blonde Ale,12,Bonfire Brewing Company,Eagle,CO,Ale,Ale
Screaming Eagle Special Ale ESB,1360,0.048,38,108,Extra Special / Strong Bitter (ESB),12,Bonfire Brewing Company,Eagle,CO,Other,Other
Dirtbag Dunkel,1184,0.049,20.333333333333332,108,Munich Dunkel Lager,16,Bonfire Brewing Company,Eagle,CO,Other,Lager
Kindler Pale Ale,1183,0.053,45,108,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle,CO,Ale,Ale
Mistress Winter Wheat,1023,0.064,24.625,108,Winter Warmer,12,Bonfire Brewing Company,Eagle,CO,Other,Other
Tent Pole Vanilla Porter,998,0.061,31.625,108,American Porter,16,Bonfire Brewing Company,Eagle,CO,Other,Porter
Awry Rye Pale Ale,997,0.058,44.619354838709675,108,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle,CO,Ale,Ale
Demshitz Brown Ale,996,0.058,29.76923076923077,108,American Brown Ale,12,Bonfire Brewing Company,Eagle,CO,Ale,Ale
Wood Splitter Pilsner (2012),931,0.048,33.8125,108,Czech Pilsener,12,Bonfire Brewing Company,Eagle,CO,Other,Pilsner
Brush Creek Blonde,798,0.048,21.126984126984127,108,American Blonde Ale,16,Bonfire Brewing Company,Eagle,CO,Ale,Ale
Firestarter India Pale Ale,633,0.066,72,108,American IPA,16,Bonfire Brewing Company,Eagle,CO,IPA,IPA
Noche Dulce,2062,0.071,16,232,American Porter,16,Borderlands Brewing Company,Tucson,AZ,Other,Porter
Porch Rocker,1830,0.045,8,301,Radler,12,Boston Beer Company,Boston,MA,Other,Other
Rebel IPA,1629,0.065,45,301,American IPA,16,Boston Beer Company,Boston,MA,IPA,IPA
Cold Snap,1601,0.055,16.208333333333332,301,Witbier,12,Boston Beer Company,Boston,MA,Other,Other
Samuel Adams Winter Lager,1427,0.056,25,301,Bock,12,Boston Beer Company,Boston,MA,Other,Other
Boston Lager,1349,0.049,30,301,Vienna Lager,16,Boston Beer Company,Boston,MA,Other,Lager
Boston Lager,1310,0.049,30,301,Vienna Lager,12,Boston Beer Company,Boston,MA,Other,Lager
Samuel Adams Octoberfest,1281,0.053,15,301,Märzen / Oktoberfest,12,Boston Beer Company,Boston,MA,Other,Other
Samuel Adams Summer Ale,1144,0.053,7,301,American Pale Wheat Ale,12,Boston Beer Company,Boston,MA,Ale,Ale
Boston Lager,1143,0.049,30,301,Vienna Lager,12,Boston Beer Company,Boston,MA,Other,Lager
Hazed & Infused,1395,0.049,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder,CO,Ale,Ale
Hoopla Pale Ale,808,0.057,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder,CO,Ale,Ale
Hazed & Infused (2010),81,0.049,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder,CO,Ale,Ale
Heavy Lifting,2596,0.062,80,32,American IPA,12,Boulevard Brewing Company,Kansas City,MO,IPA,IPA
1492,2300,0.065,44.619354838709675,168,American Pale Ale (APA),12,Boxcar Brewing Company,West Chester,PA,Ale,Ale
Mango Ginger,2299,0.058,67.57516339869281,168,American IPA,12,Boxcar Brewing Company,West Chester,PA,IPA,IPA
Passenger,2298,0.047,22,168,English Dark Mild Ale,12,Boxcar Brewing Company,West Chester,PA,Ale,Ale
Plum St. Porter,2107,0.06,52,220,American Porter,12,Bozeman Brewing Company,Bozeman,MT,Other,Porter
Plum St. Porter,1573,0.057,52,220,American Porter,12,Bozeman Brewing Company,Bozeman,MT,Other,Porter
Bozone HopZone IPA,1289,0.07,80,220,American IPA,12,Bozeman Brewing Company,Bozeman,MT,IPA,IPA
Bozone Hefe Weizen,1288,0.06,25,220,Hefeweizen,12,Bozeman Brewing Company,Bozeman,MT,Other,Other
Bozone Select Amber Ale,470,0.055,35.69135802469136,220,American Amber / Red Ale,12,Bozeman Brewing Company,Bozeman,MT,Ale,Ale
Evil Owl,2167,0.052,40,208,American Amber / Red Ale,12,Branchline Brewing Company,San Antonio,TX,Ale,Ale
Post Time Kölsch,2204,0.05,21.77777777777778,196,Kölsch,16,Breakside Brewery,Portland,OR,Other,Other
Agave Wheat,1522,0.042,9,392,American Pale Wheat Ale,12,Breckenridge Brewery,Denver,CO,Ale,Ale
SummerBright Ale,397,0.045,15,392,American Pale Wheat Ale,12,Breckenridge Brewery,Denver,CO,Ale,Ale
Lucky U IPA,193,0.062,68,392,American IPA,12,Breckenridge Brewery,Denver,CO,IPA,IPA
Avalanche Ale,83,0.054,19,392,American Amber / Red Ale,12,Breckenridge Brewery,Denver,CO,Ale,Ale
"You're My Boy, Blue",1802,0.05,14.2,309,Fruit / Vegetable Beer,12,Brew Bus Brewing,Tampa,FL,Other,Other
Last Stop IPA,1801,0.072,60,309,American IPA,12,Brew Bus Brewing,Tampa,FL,IPA,IPA
Rollin Dirty Red Ale,1800,0.05,21,309,Irish Red Ale,12,Brew Bus Brewing,Tampa,FL,Ale,Ale
Are Wheat There Yet?,1799,0.055,28,309,American Pale Wheat Ale,12,Brew Bus Brewing,Tampa,FL,Ale,Ale
Insert Hop Reference,2619,0.058,44.619354838709675,20,American Pale Ale (APA),16,Brew Link Brewing,Plainfield,IN,Ale,Ale
Manitou Amber,2468,0.053,35.69135802469136,86,American Amber / Red Ale,16,Brewery Terra Firma,Traverse City,MI,Ale,Ale
Belfort,2637,0.067,28.391304347826086,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Star Runner,2636,0.06,23.875,11,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Tart Side of the Barrel,2598,0.098,62,11,American Double / Imperial Stout,16,Brewery Vivant,Grand Rapids,MI,Other,Stout
Linnaeus Mango IPA,2597,0.06,67.57516339869281,11,American IPA,16,Brewery Vivant,Grand Rapids,MI,IPA,IPA
Verdun,2542,0.077,23,11,Bière de Garde,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Barrel Aged Triomphe,2541,0.065,59,11,Belgian IPA,16,Brewery Vivant,Grand Rapids,MI,IPA,IPA
Cherry Doppelbock,2504,0.065,24.5,11,Doppelbock,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Tropical Saison,2500,0.065,28.391304347826086,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Beach Patrol,2499,0.065,16.208333333333332,11,Witbier,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Nuit Serpent,2498,0.05,59,11,Belgian IPA,16,Brewery Vivant,Grand Rapids,MI,IPA,IPA
Paris,2481,0.09,28.391304347826086,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
The Grand Army,2476,0.055,59,11,Belgian IPA,16,Brewery Vivant,Grand Rapids,MI,IPA,IPA
Acidulated Trip,2467,0.059,28.391304347826086,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Root Stock,2466,0.066,52,11,Rye Beer,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Mind Games,2465,0.041,16,11,Dunkelweizen,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Sous Chef,2433,0.082,25,11,Belgian Strong Pale Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Dubbelicious,2418,0.065,21,11,Dubbel,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Psychopomp,2416,0.062,29.666666666666668,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Fat Paczki,2382,0.075,29.666666666666668,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Earth-Like Planets,2381,0.054,23.875,11,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Ski Patrol,2290,0.061,16.208333333333332,11,Witbier,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Viking Ice Hole,2241,0.063,28.09090909090909,11,Oatmeal Stout,16,Brewery Vivant,Grand Rapids,MI,Other,Stout
Rye Porter,2240,0.056,31.625,11,American Porter,16,Brewery Vivant,Grand Rapids,MI,Other,Porter
Wizard Burial Ground,2137,0.099,24,11,Quadrupel (Quad),16,Brewery Vivant,Grand Rapids,MI,Other,Other
BRIPA,2092,0.062,59,11,Belgian IPA,16,Brewery Vivant,Grand Rapids,MI,IPA,IPA
Mela,2091,0.062,29.666666666666668,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
W.I.P.A Snappa,2086,0.053,59,11,Belgian IPA,16,Brewery Vivant,Grand Rapids,MI,IPA,IPA
Pepper in the Rye,2023,0.063,52,11,Rye Beer,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Moe Lasses',2006,0.064,41.23529411764706,11,American Stout,16,Brewery Vivant,Grand Rapids,MI,Other,Stout
Pumpkin Tart,1997,0.07,14.2,11,Fruit / Vegetable Beer,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Undertaker,1977,0.067,29.666666666666668,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Undertaker (2014),1976,0.067,29.666666666666668,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Coq D'Or,1974,0.05,23.875,11,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
North French,1973,0.06,23,11,Bière de Garde,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Agent a Deux,1959,0.065,29.666666666666668,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Belgian Wit,1958,0.045,16.208333333333332,11,Witbier,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Pothole Stout,1949,0.063,41.23529411764706,11,American Stout,16,Brewery Vivant,Grand Rapids,MI,Other,Stout
Tree Bucket,1947,0.093,59,11,Belgian IPA,16,Brewery Vivant,Grand Rapids,MI,IPA,IPA
Le Flaneur Ale,1785,0.073,27,11,American Wild Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Maize & Blueberry,1651,0.056,14.2,11,Fruit / Vegetable Beer,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Trebuchet Double IPA,1443,0.093,92.45454545454545,11,American Double / Imperial IPA,16,Brewery Vivant,Grand Rapids,MI,IPA,IPA
Contemplation,1352,0.065,23,11,Bière de Garde,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Black Rabbit,1267,0.05,68.9,11,American Black Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Zaison,1266,0.09,28.391304347826086,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Vivant Tripel,1178,0.082,23.5,11,Tripel,16,Brewery Vivant,Grand Rapids,MI,Other,Other
Tart Side of the Moon,1136,0.098,29.666666666666668,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
Big Red Coq,1044,0.06,35.69135802469136,11,American Amber / Red Ale,16,Brewery Vivant,Grand Rapids,MI,Ale,Ale
